0.44 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.06 	|z= 0.00	Linear:	|x= -0.01 	|y= -0.03 	|z= -0.25	Mag:	|x= 1.88 	|y= -0.75 	|z= -31.19	loadCell: 590.05Orient:	|x= 359.56 	|y= 0.44 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.06 	|z= -0.12	Linear:	|x= 0.00 	|y= -0.02 	|z= -0.22	Mag:	|x= 2.56 	|y= -1.50 	|z= -32.00	Accl:	|x= 0.08 	|y= 0.88 	|z= 9.53	Accl:	|x= 0.76		
loadCell: 590.05|y= 0.44 	|z= -5.25	 9.76		
	
6		
 9.76		
		
		
26	Mag:	|x= 3.00 	|y= -1.50 	|z= -31.56	Accl:	|x= 0.09 	|y= 0.89 	|z= 9.50	Accl:	|x= 0.08 	|y= 0.90 	|z= 9.76		
loadCell: 589.94Orient:	|x= 359.56 	|y= 0.44 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.19 	|z= 0.06	Linear:	|x= 0.00 	|y= 0.00 	|z= -0.22	Mag:	|x= 3.00 	|y= -1.06 	|z= -31.56	Accl:	|x= 0.08 	|y= 0.89 	|z= 9.53	Accl:	|x= 0.08 	|y= 0.90 	|z= 9.76		
loadCell: 589.61Orient:	|x= 359.75 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.00 	|y= 2.44 	|z= -0.19	Linear:	|x= -0.43 	|y= -0.18 	|z= -1.30	Mag:	|x= 2.25 	|y= -1.06 	|z= -19.19	Accl:	|x= -0.29 	|y= 0.72 	|z= 8.45	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 590.42Orient:	|x= 359.75 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.12 	|y= -1.50 	|z= 0.06	Linear:	|x= 0.11 	|y= 0.00 	|z= -0.28	Mag:	|x= 1.00 	|y= 0.00 	|z= -19.56	Accl:	|x= 0.26 	|y= 0.90 	|z= 9.48	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 589.60Orient:	|x= 359.75 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.06 	|y= -2.06 	|z= 0.00	Linear:	|x= 0.06 	|y= -0.01 	|z= 0.07	Mag:	|x= 1.56 	|y= -0.69 	|z= -18.87	Accl:	|x= 0.20 	|y= 0.89 	|z= 9.58	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 589.26Orient:	|x= 359.75 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.00 	|z= 0.12	Linear:	|x= -0.37 	|y= 0.15 	|z= -0.71	Mag:	|x= 1.56 	|y= -1.06 	|z= -20.00	Accl:	|x= -0.23 	|y= 1.05 	|z= 9.04	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 591.64Orient:	|x= 359.75 	|y= 0.81 	|z= -5.25	Rot:	|x= 0.00 	|y= 2.13 	|z= -0.12	Linear:	|x= -0.12 	|y= 0.03 	|z= -0.45	Mag:	|x= 1.56 	|y= -1.06 	|z= -18.87	Accl:	|x= -0.16 	|y= 0.94 	|z= 8.92	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 591.59Orient:	|x= 359.75 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.63 	|z= -0.19	Linear:	|x= 0.21 	|y= -0.13 	|z= 0.19	Mag:	|x= 1.25 	|y= -1.06 	|z= -19.19	Accl:	|x= 0.36 	|y= 0.76 	|z= 9.95	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 588.26Orient:	|x= 359.75 	|y= 0.88 	|z= -5.25	Rot:	|x= -0.12 	|y= -1.25 	|z= -0.19	Linear:	|x= 0.01 	|y= 0.11 	|z= -0.03	Mag:	|x= 2.00 	|y= -1.06 	|z= -18.37	Accl:	|x= 0.17 	|y= 1.01 	|z= 9.72	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 587.63Orient:	|x= 359.75 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.63 	|z= -0.06	Linear:	|x= -0.14 	|y= -0.10 	|z= -0.73	Mag:	|x= 1.56 	|y= -1.06 	|z= -19.56	Accl:	|x= -0.02 	|y= 0.80 	|z= 8.94	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 588.32Orient:	|x= 359.75 	|y= 0.81 	|z= -5.25	Rot:	|x= -0.19 	|y= 1.12 	|z= -0.12	Linear:	|x= -0.74 	|y= -0.12 	|z= -1.71	Mag:	|x= 0.88 	|y= 0.00 	|z= -18.87	Accl:	|x= -0.59 	|y= 0.78 	|z= 8.04	Accl:	|x= 0.14 	|y= 0.90 	|z= 9.76		
loadCell: 589.04Orient:	|x= 359.75 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.12 	|z= 0.12	Linear:	|x= -0.44 	|y= -0.09 	|z= -1.68	Mag:	|x= 1.25 	|y= -0.69 	|z= -18.50	Accl:	|x= 0.35 	|y= 0.97 	|z= 10.27	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 586.40Orient:	|x= 359.75 	|y= 0.94 	|z= -5.25	Rot:	|x= 0.25 	|y= -0.19 	|z= 0.06	Linear:	|x= 0.44 	|y= 0.12 	|z= 1.19	Mag:	|x= 0.88 	|y= -0.69 	|z= -20.00	Accl:	|x= 0.60 	|y= 1.02 	|z= 10.95	Accl:	|x= 0.16 	|y= 0.90 	|z= 9.76		
loadCell: 586.98Orient:	|x= 359.75 	|y= 0.94 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.56 	|z= 0.25	Linear:	|x= 0.12 	|y= 0.10 	|z= 0.34	Mag:	|x= 1.25 	|y= -0.37 	|z= -19.56	Accl:	|x= 0.28 	|y= 1.00 	|z= 10.10	Accl:	|x= 0.16 	|y= 0.90 	|z= 9.76		
loadCell: 588.71Orient:	|x= 359.75 	|y= 0.88 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.06 	|z= 0.19	Linear:	|x= -0.36 	|y= -0.02 	|z= -1.21	Mag:	|x= 1.56 	|y= -0.69 	|z= -19.56	Accl:	|x= -0.20 	|y= 0.87 	|z= 8.55	Accl:	|x= 0.15 	|y= 0.90 	|z= 9.76		
loadCell: 588.69Orient:	|x= 359.75 	|y= 0.94 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.19 	|z= -0.12	Linear:	|x= -0.94 	|y= -0.09 	|z= -2.34	Mag:	|x= 2.00 	|y= 0.00 	|z= -18.87	Accl:	|x= -0.77 	|y= 0.81 	|z= 7.42	Accl:	|x= 0.16 	|y= 0.90 	|z= 9.76		
loadCell: 585.22Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.19 	|z= 0.12	Linear:	|x= -0.09 	|y= -0.07 	|z= -0.66	Mag:	|x= 1.56 	|y= -0.37 	|z= -18.87	Accl:	|x= -0.17 	|y= 0.78 	|z= 8.45	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 584.87Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.63 	|z= -0.25	Linear:	|x= 0.04 	|y= -0.09 	|z= 0.35	Mag:	|x= 0.88 	|y= -0.37 	|z= -18.87	Accl:	|x= 0.22 	|y= 0.80 	|z= 10.11	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 588.02Orient:	|x= 359.75 	|y= 0.94 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.88 	|z= -0.31	Linear:	|x= 0.25 	|y= -0.06 	|z= 0.20	Mag:	|x= 1.25 	|y= -0.37 	|z= -19.56	Accl:	|x= 0.42 	|y= 0.84 	|z= 9.96	Accl:	|x= 0.16 	|y= 0.90 	|z= 9.76		
loadCell: 587.12Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= 0.00 	|y= -1.44 	|z= -0.31	Linear:	|x= -0.40 	|y= -0.28 	|z= -1.25	Mag:	|x= 1.56 	|y= -0.69 	|z= -18.50	Accl:	|x= -0.22 	|y= 0.62 	|z= 8.50	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 584.99Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.00 	|z= 0.06	Linear:	|x= -0.31 	|y= 0.03 	|z= -0.48	Mag:	|x= 0.88 	|y= -0.69 	|z= -19.19	Accl:	|x= -0.13 	|y= 0.93 	|z= 9.27	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 584.41Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= 0.06 	|y= 1.63 	|z= -0.06	Linear:	|x= -0.16 	|y= 0.00 	|z= -0.59	Mag:	|x= 2.00 	|y= -0.37 	|z= -19.19	Accl:	|x= 0.00 	|y= 0.90 	|z= 9.16	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 586.42Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.88 	|z= 0.00	Linear:	|x= 0.12 	|y= 0.04 	|z= 0.50	Mag:	|x= 1.00 	|y= -1.06 	|z= -19.56	Accl:	|x= 0.30 	|y= 0.95 	|z= 10.26	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 585.22Orient:	|x= 359.75 	|y= 1.06 	|z= -5.25	Rot:	|x= 0.12 	|y= -1.75 	|z= 0.06	Linear:	|x= 0.15 	|y= 0.18 	|z= -0.03	Mag:	|x= 1.37 	|y= -0.37 	|z= -19.56	Accl:	|x= 0.34 	|y= 1.08 	|z= 9.72	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 584.04Orient:	|x= 359.75 	|y= 1.06 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.88 	|z= -0.06	Linear:	|x= -0.08 	|y= 0.11 	|z= 0.19	Mag:	|x= 1.69 	|y= -0.37 	|z= -18.87	Accl:	|x= 0.10 	|y= 1.01 	|z= 9.95	Accl:	|x= 0.18 	|y= 0.90 	|z= 9.76		
loadCell: 585.16Orient:	|x= 359.75 	|y= 1.00 	|z= -5.25	Rot:	|x= -0.06 	|y= 1.81 	|z= 0.25	Linear:	|x= -0.30 	|y= 0.10 	|z= -0.85	Mag:	|x= 2.06 	|y= -0.37 	|z= -19.56	Accl:	|x= 0.03 	|y= 0.92 	|z= 9.65	Accl:	|x= 0.17 	|y= 0.90 	|z= 9.76		
loadCell: 587.85Orient:	|x= 359.75 	|y= 1.06 	|z= -5.25	Rot:	|x= 0.12 	|y= 0.12 	|z= -0.06	Linear:	|x= 0.16 	|y= -0.07 	|z= 0.21	Mag:	|x= 2.38 	|y= -0.69 	|z= -18.37	Accl:	|x= 0.35 	|y= 0.82 	|z= 9.97	Accl:	|x= 0.19 	|y= 0.90 	|z= 9.76		
loadCell: 587.30Orient:	|x= 359.75 	|y= 1.19 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.75 	|z= -0.37	Linear:	|x= 0.90 	|y= -0.10 	|z= 2.65	Mag:	|x= 0.56 	|y= -0.37 	|z= -19.56	Accl:	|x= 1.11 	|y= 0.79 	|z= 12.42	Accl:	|x= 0.20 	|y= 0.90 	|z= 9.76		
loadCell: 585.66Orient:	|x= 359.75 	|y= 1.12 	|z= -5.25	Rot:	|x= 0.19 	|y= -1.25 	|z= -0.19	Linear:	|x= -0.26 	|y= -0.09 	|z= -0.86	Mag:	|x= 1.37 	|y= -1.06 	|z= -19.56	Accl:	|x= 0.38 	|y= 0.89 	|z= 9.94	Accl:	|x= 0.20 	|y= 0.90 	|z= 9.76		
loadCell: 586.12Orient:	|x= 359.75 	|y= 1.06 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.06 	|z= 0.00	Linear:	|x= -0.29 	|y= 0.04 	|z= -0.16	Mag:	|x= 1.00 	|y= -0.69 	|z= -18.00	Accl:	|x= -0.10 	|y= 0.94 	|z= 9.60	Accl:	|x= 0.19 	|y= 0.90 	|z= 9.76		
loadCell: 587.68Orient:	|x= 359.75 	|y= 1.12 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.06 	|z= 0.19	Linear:	|x= 0.00 	|y= -0.06 	|z= 0.00	Mag:	|x= 1.69 	|y= 0.37 	|z= -19.56	Accl:	|x= 0.57 	|y= 1.11 	|z= 11.34	Accl:	|x= 0.20 	|y= 0.90 	|z= 9.76		
loadCell: 586.41Orient:	|x= 359.75 	|y= 1.19 	|z= -5.25	Rot:	|x= 0.12 	|y= 0.50 	|z= 0.06	Linear:	|x= 0.22 	|y= 0.09 	|z= 0.65	Mag:	|x= 1.69 	|y= -0.37 	|z= -20.37	Accl:	|x= 0.44 	|y= 1.00 	|z= 10.41	Accl:	|x= 0.21 	|y= 0.90 	|z= 9.76		
loadCell: 585.81Orient:	|x= 359.75 	|y= 1.19 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.44 	|z= 0.00	Linear:	|x= 0.15 	|y= 0.17 	|z= 0.47	Mag:	|x= 1.00 	|y= -0.37 	|z= -19.19	Accl:	|x= 0.36 	|y= 1.08 	|z= 10.24	Accl:	|x= 0.21 	|y= 0.90 	|z= 9.76		
loadCell: 587.57Orient:	|x= 359.75 	|y= 1.12 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.69 	|z= 0.06	Linear:	|x= -0.57 	|y= -0.02 	|z= -1.55	Mag:	|x= 1.00 	|y= -0.37 	|z= -19.19	Accl:	|x= 0.06 	|y= 0.81 	|z= 9.15	Accl:	|x= 0.20 	|y= 0.90 	|z= 9.76		
loadCell: 587.91Orient:	|x= 359.75 	|y= 1.19 	|z= -5.25	Rot:	|x= 0.12 	|y= -0.94 	|z= -0.25	Linear:	|x= -0.69 	|y= 0.04 	|z= -1.46	Mag:	|x= 1.69 	|y= -0.69 	|z= -19.56	Accl:	|x= -0.48 	|y= 0.95 	|z= 8.29	Accl:	|x= 0.21 	|y= 0.90 	|z= 9.76		
loadCell: 584.99Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.81 	|z= -0.12	Linear:	|x= -0.28 	|y= -0.18 	|z= -0.98	Mag:	|x= 2.06 	|y= -0.37 	|z= -20.00	Accl:	|x= 0.21 	|y= 0.89 	|z= 9.90	Accl:	|x= 0.21 	|y= 0.90 	|z= 9.76		
loadCell: 585.12Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.69 	|z= -0.19	Linear:	|x= -0.22 	|y= -0.23 	|z= -0.57	Mag:	|x= 1.37 	|y= -0.37 	|z= -18.87	Accl:	|x= 0.00 	|y= 0.66 	|z= 9.18	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 587.65Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= 0.00 	|y= -1.12 	|z= 0.06	Linear:	|x= -0.19 	|y= -0.06 	|z= -0.78	Mag:	|x= 2.06 	|y= -0.37 	|z= -19.19	Accl:	|x= 0.01 	|y= 0.84 	|z= 8.97	Accl:	|x= 0.21 	|y= 0.90 	|z= 9.76		
loadCell: 587.97Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.88 	|z= 0.00	Linear:	|x= -0.02 	|y= -0.19 	|z= -0.08	Mag:	|x= 1.69 	|y= -0.37 	|z= -18.50	Accl:	|x= 0.19 	|y= 0.70 	|z= 9.67	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 586.27Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= 0.00 	|y= 0.19 	|z= -0.06	Linear:	|x= -0.64 	|y= 0.00 	|z= -1.25	Mag:	|x= 1.37 	|y= -0.37 	|z= -19.56	Accl:	|x= -0.41 	|y= 0.90 	|z= 8.50	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 586.62Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= 0.06 	|y= 1.88 	|z= -0.06	Linear:	|x= 0.30 	|y= -0.02 	|z= 0.87	Mag:	|x= 0.56 	|y= 0.00 	|z= -19.56	Accl:	|x= 0.53 	|y= 0.88 	|z= 10.63	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 588.64Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.81 	|z= 0.00	Linear:	|x= 0.10 	|y= 0.00 	|z= 0.50	Mag:	|x= 1.37 	|y= 0.00 	|z= -18.75	Accl:	|x= 0.33 	|y= 0.90 	|z= 10.26	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 586.51Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= -0.19 	|y= -0.37 	|z= -0.06	Linear:	|x= -0.62 	|y= 0.02 	|z= -2.05	Mag:	|x= 1.69 	|y= -0.37 	|z= -19.06	Accl:	|x= 0.49 	|y= 0.80 	|z= 10.47	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 586.09Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.50 	|z= 0.00	Linear:	|x= -0.45 	|y= -0.11 	|z= -1.30	Mag:	|x= 2.06 	|y= -0.69 	|z= -19.50	Accl:	|x= -0.21 	|y= 0.78 	|z= 8.45	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 586.28Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.63 	|z= -0.06	Linear:	|x= -0.36 	|y= -0.01 	|z= -0.66	Mag:	|x= 1.37 	|y= -1.06 	|z= -19.50	Accl:	|x= -0.22 	|y= 0.77 	|z= 8.89	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 588.64Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.69 	|z= -0.06	Linear:	|x= 0.64 	|y= -0.06 	|z= 1.75	Mag:	|x= 2.06 	|y= -1.50 	|z= -19.87	Accl:	|x= 0.88 	|y= 0.83 	|z= 11.52	Accl:	|x= 0.24 	|y= 0.90 	|z= 9.76		
loadCell: 588.27Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= -0.12 	|y= -0.25 	|z= -0.06	Linear:	|x= -0.15 	|y= -0.16 	|z= -0.49	Mag:	|x= 2.06 	|y= -0.69 	|z= -18.75	Accl:	|x= 0.08 	|y= 0.74 	|z= 9.27	Accl:	|x= 0.24 	|y= 0.90 	|z= 9.76		
loadCell: 588.15Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.00 	|y= 1.12 	|z= -0.06	Linear:	|x= -0.06 	|y= -0.18 	|z= -0.08	Mag:	|x= 1.37 	|y= -0.69 	|z= -17.87	Accl:	|x= 0.16 	|y= 0.72 	|z= 9.67	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 588.18Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= -0.06 	|y= 0.00 	|z= 0.00	Linear:	|x= -0.11 	|y= -0.10 	|z= -0.15	Mag:	|x= 1.69 	|y= -0.69 	|z= -18.75	Accl:	|x= 0.11 	|y= 0.79 	|z= 9.60	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 587.52Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.50 	|z= 0.06	Linear:	|x= -0.21 	|y= -0.16 	|z= -0.67	Mag:	|x= 0.56 	|y= -0.69 	|z= -18.37	Accl:	|x= 0.02 	|y= 0.73 	|z= 9.08	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 586.10Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.69 	|z= -0.06	Linear:	|x= 0.18 	|y= -0.03 	|z= 0.36	Mag:	|x= 1.37 	|y= -0.37 	|z= -19.50	Accl:	|x= 0.43 	|y= 0.87 	|z= 10.12	Accl:	|x= 0.24 	|y= 0.90 	|z= 9.76		
loadCell: 586.07Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.56 	|z= -0.06	Linear:	|x= -0.36 	|y= -0.19 	|z= -0.72	Mag:	|x= 2.06 	|y= -0.69 	|z= -17.56	Accl:	|x= -0.13 	|y= 0.70 	|z= 9.03	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 587.39Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.19 	|z= -0.06	Linear:	|x= -0.21 	|y= -0.25 	|z= -0.41	Mag:	|x= 1.00 	|y= -0.37 	|z= -19.06	Accl:	|x= 0.26 	|y= 0.75 	|z= 10.07	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 588.15Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.44 	|z= 0.12	Linear:	|x= -0.15 	|y= -0.04 	|z= -0.11	Mag:	|x= 1.37 	|y= -0.37 	|z= -17.87	Accl:	|x= 0.08 	|y= 0.85 	|z= 9.64	Accl:	|x= 0.24 	|y= 0.90 	|z= 9.76		
loadCell: 587.85Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.12 	|y= 1.12 	|z= 0.06	Linear:	|x= 0.16 	|y= -0.07 	|z= 0.45	Mag:	|x= 1.00 	|y= -1.06 	|z= -18.37	Accl:	|x= 0.39 	|y= 0.82 	|z= 10.21	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 587.00Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= -0.06 	|y= -1.19 	|z= -0.19	Linear:	|x= 0.07 	|y= -0.20 	|z= 0.27	Mag:	|x= 1.37 	|y= 0.00 	|z= -17.87	Accl:	|x= 0.31 	|y= 0.69 	|z= 10.03	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 585.56Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= -0.12 	|y= 0.06 	|z= -0.19	Linear:	|x= -0.12 	|y= -0.06 	|z= -0.17	Mag:	|x= 1.69 	|y= -0.37 	|z= -19.87	Accl:	|x= 0.11 	|y= 0.83 	|z= 9.58	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 585.51Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= -0.06 	|y= -0.19 	|z= 0.06	Linear:	|x= -0.20 	|y= -0.22 	|z= -0.66	Mag:	|x= 1.69 	|y= -1.06 	|z= -18.75	Accl:	|x= 0.02 	|y= 0.67 	|z= 9.09	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 585.68Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.32 	|y= -0.05 	|z= -0.69	Mag:	|x= 1.37 	|y= -1.06 	|z= -18.75	Accl:	|x= -0.10 	|y= 0.84 	|z= 9.06	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 585.24Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.75 	|z= -0.31	Linear:	|x= 0.42 	|y= -0.06 	|z= 1.22	Mag:	|x= 1.69 	|y= -1.06 	|z= -17.87	Accl:	|x= 0.65 	|y= 0.83 	|z= 10.98	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 586.40Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.19 	|z= -0.12	Linear:	|x= -0.13 	|y= -0.12 	|z= -0.14	Mag:	|x= 1.69 	|y= -0.69 	|z= -19.87	Accl:	|x= 0.10 	|y= 0.78 	|z= 9.61	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 586.49Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.00 	|y= 1.00 	|z= 0.12	Linear:	|x= -0.29 	|y= 0.00 	|z= -0.74	Mag:	|x= 2.06 	|y= -0.37 	|z= -19.06	Accl:	|x= -0.06 	|y= 0.90 	|z= 9.02	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 586.23Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.19 	|y= -0.06 	|z= -0.06	Linear:	|x= -0.14 	|y= -0.13 	|z= -0.38	Mag:	|x= 2.38 	|y= -0.37 	|z= -18.75	Accl:	|x= 0.08 	|y= 0.77 	|z= 9.38	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 583.92Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.19 	|y= -0.44 	|z= -0.25	Linear:	|x= -0.13 	|y= -0.09 	|z= -0.41	Mag:	|x= 1.69 	|y= -1.06 	|z= -19.06	Accl:	|x= 0.72 	|y= 0.91 	|z= 11.41	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 584.55Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.06 	|y= 0.00 	|z= -0.06	Linear:	|x= 0.14 	|y= 0.00 	|z= 0.27	Mag:	|x= 1.69 	|y= -0.69 	|z= -19.50	Accl:	|x= 0.37 	|y= 0.90 	|z= 10.03	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 584.96Orient:	|x= 359.75 	|y= 1.25 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.31 	|z= 0.00	Linear:	|x= -0.29 	|y= -0.16 	|z= -0.46	Mag:	|x= 1.37 	|y= 0.00 	|z= -18.37	Accl:	|x= -0.07 	|y= 0.74 	|z= 9.29	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 584.33Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.00 	|y= -0.88 	|z= -0.06	Linear:	|x= -0.05 	|y= -0.15 	|z= 0.05	Mag:	|x= 2.06 	|y= -0.69 	|z= -19.50	Accl:	|x= 0.19 	|y= 0.77 	|z= 9.56	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 585.85Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.06 	|y= -0.75 	|z= -0.19	Linear:	|x= 0.16 	|y= -0.02 	|z= 0.78	Mag:	|x= 2.06 	|y= -0.37 	|z= -18.75	Accl:	|x= 0.40 	|y= 0.88 	|z= 10.54	Accl:	|x= 0.23 	|y= 0.90 	|z= 9.76		
loadCell: 588.11Orient:	|x= 359.75 	|y= 1.31 	|z= -5.25	Rot:	|x= 0.06 	|y= 1.44 	|z= 0.25	Linear:	|x= -0.01 	|y= 0.03 	|z= 0.24	Mag:	|x= 2.06 	|y= 0.00 	|z= -18.75	Accl:	|x= 0.21 	|y= 0.94 	|z= 10.00	Accl:	|x= 0.22 	|y= 0.90 	|z= 9.76		
loadCell: 588.12Orient:	|x= 359.75 	|y= 1.37 	|z= -5.25	Rot:	|x= 0.00 	|y= -1.50 	|z= 0.12	Linear:	|x= 0.00 	|y= -0.02 	|z= 0.38	Mag:	|x= 2.06 	|y= -0.50 	|z= -18.75	Accl:	|x= 0.38 	|y= 1.13 	|z= 10.84	Accl:	|x= 0.24 	|y= 0.90 	|z= 9.76		
